JAUPFN010000024.1:17103823-17104340	JAUPFN010000024.1:17103823-17104340
JAUPFN010000024.1:17103823-17104340	JAUPFO010000004.1:16262363-16262880
JAUPFN010000024.1:17103823-17104340	JAUPFO010000024.1:8040851-8041368
JAUPFN010000025.1:2296682-2297256	JAUPFN010000025.1:2296682-2297256
JAUPFN010000025.1:2296682-2297256	JAUPFN010000007.1:5725652-5726114
JAUPFN010000025.1:2296682-2297256	JAUPFN010000027.1:12172117-12172582
JAUPFN010000025.1:2296682-2297256	JAUPFO010000014.1:6333876-6334333
JAUPFN010000025.1:2296682-2297256	JAUPFO010000018.1:3225841-3226291
JAUPFN010000025.1:2296682-2297256	JAUPFN010000009.1:1338800-1339264
JAUPFN010000025.1:2296682-2297256	JAUPFO010000006.1:36494596-36495059
JAUPFN010000025.1:2296682-2297256	JAUPFO010000006.1:41146173-41146738
JAUPFN010000025.1:2296682-2297256	JAUPFO010000009.1:42891715-42892275
JAUPFN010000025.1:2296682-2297256	JAUPFO010000008.1:36948830-36949295
JAUPFN010000025.1:2296682-2297256	JAUPFN010000022.1:2613856-2614060
JAUPFN010000025.1:2296682-2297256	JAUPFO010000016.1:19844870-19845344
JAUPFN010000025.1:2296682-2297256	JAUPFO010000031.1:199668-200227
JAUPFN010000025.1:2296682-2297256	JAUPFO010000032.1:147253-147723
JAUPFN010000025.1:2296682-2297256	JAUPFN010000032.1:4410874-4411403
JAUPFN010000025.1:2296682-2297256	JAUPFN010000012.1:2266816-2267385
JAUPFN010000025.1:2296682-2297256	JAUPFN010000012.1:30098748-30099311
JAUPFN010000025.1:2296682-2297256	JAUPFO010000002.1:11996742-11997305
JAUPFN010000025.1:2296682-2297256	JAUPFN010000014.1:38273531-38274097
JAUPFN010000025.1:2296682-2297256	JAUPFN010000015.1:18826257-18826719
JAUPFN010000025.1:2296682-2297256	JAUPFN010000016.1:9807065-9807529
JAUPFN010000025.1:2296682-2297256	JAUPFO010000011.1:15052464-15052914
JAUPFN010000025.1:2296682-2297256	JAUPFO010000013.1:19201627-19202089
JAUPFN010000025.1:2296682-2297256	JAUPFN010000013.1:23315877-23316434
JAUPFN010000025.1:2296682-2297256	JAUPFO010000045.1:275158-275644
JAUPFN010000025.1:2296682-2297256	JAUPFO010000017.1:7783870-7784332
JAUPFO010000002.1:24821936-24822444	JAUPFO010000002.1:24821936-24822444
JAUPFO010000002.1:24821936-24822444	JAUPFN010000012.1:5995796-5996259
JAUPFO010000013.1:28502242-28504387	JAUPFO010000013.1:28502242-28504387
JAUPFO010000013.1:28502242-28504387	OU026133.1:4268002-4268328
JAUPFO010000013.1:28502242-28504387	JAUPFN010000005.1:1323812-1325924
JAUPFO010000013.1:28502242-28504387	JAUPFN010000016.1:29637579-29637755
JAUPFO010000013.1:28502242-28504387	JAUPFN010000001.1:5650332-5650506
JAUPFO010000013.1:28502242-28504387	JAUPFO010000002.1:42925301-42925475
