CAXVYZ010000038.1:53968538-53969341	CAXVYZ010000038.1:53968538-53969341
CAXVYZ010000038.1:53968538-53969341	CAXVYZ010000038.1:53952221-53952405
CAXVYZ010000038.1:53968538-53969341	OZ182996.1:53884333-53885136
CAXVYZ010000038.1:53968538-53969341	CAXVYZ010000038.1:53900495-53900679
CAXVYZ010000038.1:53968538-53969341	CAXVYZ010000038.1:53930449-53930633
CAXVYZ010000038.1:53968538-53969341	CAXVYZ010000038.1:53930895-53931495
CAXVYZ010000050.1:4838208-4838399	CAXVYZ010000050.1:4838208-4838399
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000050.1:18830302-18831127
CAXVYZ010000050.1:18830302-18831127	OZ183013.1:13213857-13214411
CAXVYZ010000050.1:18830302-18831127	OW569310.1:28842779-28843161
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000092.1:15345716-15346009
CAXVYZ010000050.1:18830302-18831127	OZ183002.1:15893825-15894118
CAXVYZ010000050.1:18830302-18831127	FR990056.1:3701061-3701733
CAXVYZ010000050.1:18830302-18831127	OZ182998.1:888552-889377
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:23533554-23534367
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:28697812-28698628
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:55087483-55088295
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:55096826-55097638
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000044.1:17080088-17080905
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000064.1:20079688-20080500
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:46173717-46174530
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:52328252-52329066
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:53024383-53025196
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000069.1:21454882-21455697
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000074.1:17241873-17242687
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000074.1:22412169-22412982
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000080.1:22132489-22133302
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000090.1:22321118-22321931
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000092.1:23886407-23887219
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55006214-55007026
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55015559-55016371
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55027208-55028020
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:55036553-55037365
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:14724782-14725594
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:34301319-34302134
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:43238135-43238948
CAXVYZ010000050.1:18830302-18831127	OZ182999.1:20820546-20821358
CAXVYZ010000050.1:18830302-18831127	OZ183000.1:22665680-22666494
CAXVYZ010000050.1:18830302-18831127	OZ183002.1:24588769-24589581
CAXVYZ010000050.1:18830302-18831127	OZ183003.1:31209832-31210644
CAXVYZ010000050.1:18830302-18831127	OZ183004.1:22311410-22312223
CAXVYZ010000050.1:18830302-18831127	OZ183004.1:29768183-29768996
CAXVYZ010000050.1:18830302-18831127	OZ183005.1:25002849-25003663
CAXVYZ010000050.1:18830302-18831127	OZ183006.1:19054955-19055770
CAXVYZ010000050.1:18830302-18831127	OZ183006.1:26128947-26129762
CAXVYZ010000050.1:18830302-18831127	OZ183007.1:22310835-22311648
CAXVYZ010000050.1:18830302-18831127	OZ183010.1:17024988-17025805
CAXVYZ010000050.1:18830302-18831127	OZ183012.1:541343-542156
CAXVYZ010000050.1:18830302-18831127	OZ183015.1:2211708-2212523
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:53885858-53886675
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000001.1:31718143-31718956
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000001.1:35051017-35051830
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000003.1:22768093-22768906
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:27821721-27822535
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000036.1:29077164-29077957
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:53910919-53911736
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000038.1:53915801-53916614
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000044.1:15712348-15713161
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000044.1:20225836-20226651
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:1654535-1655350
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:49095661-49096476
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000065.1:56305693-56306506
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000074.1:18549072-18549887
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000085.1:11585111-11585926
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000090.1:22802984-22803799
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000090.1:26694562-26695355
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:10474172-10474984
CAXVYZ010000050.1:18830302-18831127	OZ182996.1:53848205-53849022
CAXVYZ010000050.1:18830302-18831127	OZ183000.1:31509051-31509864
CAXVYZ010000050.1:18830302-18831127	OZ183002.1:22465980-22466793
CAXVYZ010000050.1:18830302-18831127	OZ183004.1:18428129-18428944
CAXVYZ010000050.1:18830302-18831127	OZ183007.1:26924635-26925428
CAXVYZ010000050.1:18830302-18831127	OZ183009.1:11888505-11889320
CAXVYZ010000050.1:18830302-18831127	OZ183009.1:19007082-19007894
CAXVYZ010000050.1:18830302-18831127	OZ183010.1:20076171-20076986
CAXVYZ010000050.1:18830302-18831127	OZ183011.1:10697055-10697869
CAXVYZ010000050.1:18830302-18831127	OZ183011.1:11010802-11011615
CAXVYZ010000050.1:18830302-18831127	OZ183014.1:19456308-19457120
CAXVYZ010000050.1:18830302-18831127	CAXVHK010000049.1:25414246-25414919
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000001.1:43512544-43513239
CAXVYZ010000050.1:18830302-18831127	OZ182998.1:43506245-43506668
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000028.1:3014999-3015814
CAXVYZ010000050.1:18830302-18831127	OZ183006.1:13494918-13495717
CAXVYZ010000050.1:18830302-18831127	OZ182997.1:26728473-26728635
CAXVYZ010000050.1:18830302-18831127	OZ183005.1:9830338-9830613
CAXVYZ010000050.1:18830302-18831127	CAXVYZ010000083.1:9236486-9236761
CAXVYZ010000050.1:18830302-18831127	OZ183009.1:9081844-9082658
CAXVYZ010000050.1:18830302-18831127	OZ177525.1:25306882-25307550
CAXVYZ010000092.1:5308409-5308864	CAXVYZ010000092.1:5308409-5308864
CAXVYZ010000092.1:5308409-5308864	OZ183002.1:6054277-6054732
CAXVYZ010000092.1:5308409-5308864	OZ183011.1:4998762-4999112
CAXVYZ010000092.1:5308409-5308864	CAXVHK010000010.1:22142604-22143029
CAXVYZ010000092.1:5308409-5308864	OZ177529.1:22032512-22032937
CAXVYZ010000092.1:5308409-5308864	CAXVHK010000010.1:18589233-18589451
CAXVYZ010000092.1:5308409-5308864	OZ177529.1:18486109-18486327
CAXVYZ010000092.1:5308409-5308864	CAXVYZ010000064.1:7155878-7156092
CAXVYZ010000092.1:5308409-5308864	OZ183008.1:6942918-6943132
CAXVYZ010000092.1:5330676-5331116	CAXVYZ010000092.1:5330676-5331116
CAXVYZ010000092.1:5330676-5331116	OZ183002.1:6076543-6076983
CAXVYZ010000092.1:5330676-5331116	CAXVYZ010000050.1:3917622-3918009
CAXVYZ010000092.1:5330676-5331116	OZ183011.1:4003076-4003463
CAXVYZ010000092.1:5330676-5331116	CAXVYZ010000069.1:3252894-3253277
CAXVYZ010000092.1:5330676-5331116	OZ183010.1:8737463-8737687
CAXVYZ010000092.1:5330676-5331116	CAXVYZ010000081.1:111964-112347
